41807643,49606237
69636615,212949294
11900716,133793176
68517256,160474198
15688979,117284881
65210541,289695191
87538023,51400948
311547,296168507
54590569,216426914
123478667,213814824
82080230,63815282
123520556,270619087
114497655,285599943
123575075,169816224
109174939,138574860
140199015,215222183
43858783,259744559
109103,241064539
65454710,57371966
130453311,255121057
112462747,222756309
94076145,122149850
134473569,101745923
62571710,292981324
47060411,336842611
9804081,268328973
126943639,376344535
110137127,375731790
137949033,100381596
112499569,396042333
89003687,305592886
127437540,357016323
74664651,392059787
23218973,298285836
73737167,192411948
42407685,41432568
54456627,262173400
8442041,365350791
108527493,71337011
10047481,325952183
69240146,234530731
2471118,146395479
39416908,224163716
84873122,381546072
83173347,81503660
109939909,136064047
33470115,246120781
69741180,48445746
129698424,124562450
26240479,205083480
38597498,401749677
126992775,330079712
29113883,257995604
136628716,123236626
93730295,28361075
13117645,150643527
63624826,38889708
130573524,19560955
127009117,243596
303013,172782498
50347397,306500427
47321502,126031196
37012367,152989009
71734567,60177959
4524349,232194294
127009117,117697368
73664736,75370405
132737494,87341976
82874137,268951827
120161973,168455197
21468446,91459282
124390412,38256325
111616816,251046589
114861591,352314955
18261127,304473199
127510370,355803362
104342607,232307934
39441936,231207331
35881288,59825944
31309091,163812669
127896334,119682818
20516700,187326604
97485548,4228533
14100462,196750001
66850651,169676580
114861591,346869448
26024212,265095587
95992025,311657944
29332454,173489408
115590327,210272744
101828853,202215469
116324656,244815354
139473011,175350566
52957351,363336620
136916020,211448165
59660896,305367897
109103,60264656
100268421,235813654
82960193,309183976
86117457,283404397
31309091,385565992
86173615,171577593
126453933,163782120
36281725,217058940
64355869,112992128
122129011,251049703
15019848,297851728
21287960,51894159
29217415,40522625
81295365,340543372
27129711,223486511
37648682,205439724
47035700,116127955
109103,394602955
13073870,42993907
104786700,207404812
21083402,185657213
138635225,395837573
19852570,268488310
35699755,260278002
47060411,134289343
76955385,81337999
102014015,265518852
66393587,246896194
59688022,218671978
105999943,62974801
115971384,362775175
138113896,189479367
59270559,338170367
66850651,240228681
106357437,318606931
65091539,272893673
132145907,89287798
115702436,136804704
77452875,302303937
119389169,294383663
76532351,157458700
83389532,84056172
97041622,284680758
26347276,370409631
58849452,97704576
1927352,222139455
67942365,274303742
55507721,296314499
73135493,267855795
81840544,330051131
29025946,224492244
44397875,401486929
89587556,130682189
100110794,383689646
65430299,299211542
108797805,102487549
21550476,212164771
84445939,220109568
127942702,240416559
46476731,386913078
36577224,34658958
13506203,373687183
97873830,99901844
19229301,236941283
97886398,237385061
32350300,239959395
132747248,175190450
60894054,172415086
141526516,355753667
18261127,249315956
99781237,308659323
18544913,376113286
88749982,348914686
138976435,370534391
7788241,26948049
72062153,293537861
52110227,360256741
54209577,83039899
43451997,43767471
3423779,276956442
133658700,213499858
129856530,11244262
115340399,88584544
28880921,196025319
18261127,221938697
33413979,276520935
47141960,318048410
115614893,290914479
76398803,228578721
91190765,394679173
30839253,59510588
106645011,371314255
7470488,26423732
29898034,232922067
5616094,16139043
20376137,206784276
76939979,246304326
93403989,143930320
96934202,234816927
134261042,82335925
115078779,321999517
66835786,104679891
111671760,111895403
44449753,65030878
116232438,3817214
112286292,86171052
80291753,203846649
25386039,257148273
60473530,267889219
81209558,201363871
66369549,154063247
57987527,192589090
35151210,50743585
111943165,63234389
90652115,214355547
47060411,18436799
26857882,128543670
8429025,123291479
112503956,362931683
121000384,28910257
81748621,188634232
61973656,320743919
41388992,2264046
1778994,4513684
124196795,312784049
110054445,385963199
49512453,195757217
8429025,85481411
1778994,365029721
78161252,228579426
38913959,219265064
50684235,222806231
127479589,182485074
846647,325586177
83469580,176308
85188992,389704635
87385056,333806798
128382978,303797038
29103148,385311178
60775233,248582870
90652115,231641298
91424888,154135182
128382978,182648657
124027686,361428961
99383284,305681752
33852986,107856465
5343078,87161969
87153696,186732363
110896346,344725574
64818293,298455019
43864355,134615971
17628487,202748796
2099277,296274984
138524216,218931070
133912341,323666252
14137229,225900423
47060411,192969682
56009546,235970777
234304,336165513
15407004,211141854
66772845,320154881
8716998,36824988
121777817,309725647
125819717,67592178
90291184,142991438
74136138,92655015
31166915,363040552
19442807,251563611
25919157,283777138
105999943,282426862
48509295,101155282
227293,400989462
49189810,317005029
120443445,227214037
99960313,35543385
61450887,111940417
32339032,398391942
42557195,119623235
69240146,148575445
112947025,156358633
35168420,383671033
82026505,145318273
121516655,8360197
70027159,184683391
32018617,169400489
109193357,106516463
55507721,92350255
8197937,403221068
130194730,377833383
126611664,25423963
57922834,158567639
141782686,316091659
25423470,308290693
41449959,93539412
24063164,153461567
24698599,329738580
80615458,366027014
102303177,52777840
109103,348087824
115754404,217295794
36952963,316030293
89346491,312010450
70027159,334793537
43624984,272989247
119449163,285749209
40438806,33551079
27964788,77225232
104815377,333924946
111665868,19573964
90996726,45869938
92002669,99603558
54424205,123855370
32400706,214556118
19869572,280271689
35881288,8470078
35731634,88036563
117006290,234428982
91380448,380527345
51969859,398646901
31166915,339872577
92954093,118314567
109555384,145884202
54330314,218647702
82924944,361193086
26917354,147633442
96074973,41584789
122542268,254863732
76936758,253768743
50347397,113558006
41807643,185282339
104587852,171822576
29898034,64793561
129856530,394207313
142073399,296648549
86107124,289539901
85367623,124340198
91979514,374619985
82076649,361304429
4140926,383713254
55327215,74426162
73407945,18300119
122127516,236114019
128378444,186501513
108290167,304562871
99792011,339501859
63479831,114406874
84328573,205982781
73828671,399335853
135412464,255519526
75648334,313645378
95484521,316266402
34948661,28181047
54460794,176671190
93464833,233792250
23329867,365884931
4772544,24723447
110047109,347500323
40818899,276484907
7956207,393826449
142151675,244032615
102157365,316119649
124633651,87125189
99937280,354356620
114926003,252727514
70163788,237153309
28692321,368527090
8429025,180429218
55576078,350829748
62458338,332859446
4524349,370751508
114845984,51445847
76398803,84048087
117044327,45067923
120560904,14235002
36328591,168410162
131187235,214768609
107673017,158332951
42218109,41520987
54460794,213377123
50777514,313873235
26640891,137822836
127641845,124176459
92455571,151431915
111385958,156373485
97839610,59496948
117006290,337054871
68155005,360001141
31466815,182131448
97041622,81804969
44449753,272550606
111343807,372115037
114283742,357135822
65910194,148454128
76845781,343718025
68563462,101207713
54276328,285116345
55507721,210586344
22894873,390548830
44443335,116917146
27565397,134965899
86530795,381747836
107269463,43033697
104772634,230383534
130107482,27279807
82329199,193081926
141384260,366903537
68529182,222043916
22884828,363983755
1056361,262948804
25423470,159680573
68183978,62721593
41807643,283908349
86860857,142602149
106316627,147526175
8429025,64812379
14177486,129955153
47141960,305725435
42527310,332444450
28831493,338181165
40438806,379046758
76398803,46281545
74086245,399712176
25166877,226636836
126808944,264262854
42914251,60747807
118051628,152199988
64194491,391711402
66752695,47553598
23593325,80797783
109355858,62373054
53568053,326982424
126498373,11173226
23574912,305176920
14555625,307066008
47060411,335135173
90689083,176834083
137513013,123797659
53076643,72468441
99421976,332306268
136085033,343415614
24698599,85588146
14656128,294245966
17048049,345125236
54574235,262551188
64115183,290082663
303013,148621859
64076866,313374061
140070019,178972388
110325188,110847176
3632278,183537182
1778994,333698199
129295057,91776383
34566759,337981461
24219008,277310320
139728754,221980243
22884828,269025078
113537369,185966357
4164439,371493394
129894791,173948092
101934465,85667949
35465890,185314280
132927997,235265669
65430876,82762066
21883663,377771025
118770004,158820133
103059028,124750548
94195097,104922301
39575941,137376294
21571979,229663991
22040312,171283602
106507776,224654514
84698728,9446207
122869892,23858494
14210817,344851871
139511800,295380051
92645086,221595840
80263315,205285483
22884828,321305022
73104510,342666835
4381858,212908689
117144216,115174344
45403091,196198330
25423470,392698046
75632937,12619936
55507721,247080286
111671760,352147479
96454874,378668722
121516655,89631222
65803545,261370396
119707610,305231200
86317377,367477354
102414182,64787767
118770004,167495059
96050373,154752287
65479688,317889376
33470115,341696255
15089987,31089490
20123340,174922619
95194818,227020458
85922803,55312351
135895823,319459501
50498173,369480803
80441054,380068366
35168420,388723228
51692765,223141603
52808446,218992120
59688022,389547288
95532025,20649955
4710740,106518936
31619854,386336315
141996578,188306393
36542583,336616294
99421976,195539097
23574912,176068532
48517391,110810232
64326708,250335775
116730636,392853697
50751075,19774489
9421112,275228273
78467491,113854746
5020210,337552980
128463,239987422
75583025,100965505
65388018,267270955
81756097,270567724
65995748,387146773
24219008,224829052
35604404,123602421
22007082,135291145
82643414,112194707
128382978,180628470
28011137,247575843
99228290,193372034
121516655,81981611
137209404,358189988
114147733,86598579
8429025,284472966
121320202,325847700
117257401,257322852
141838906,301114209
119474010,77296636
96079462,10887067
10064430,60695105
97426338,342797797
128382978,386703983
107667652,189080351
8025727,141007443
8688021,339147069
32792857,61628671
65013453,237608248
117978928,176034228
61246666,382608684
113469201,2371204
50347397,251629360
10047481,214506515
84515674,39466168
61246666,287463587
92871619,108218807
36017048,363146519
79362621,20183364
29405414,402557811
13219621,152796016
47346917,368804449
98057100,241797286
40438806,347468691
73245647,189071934
30439175,341817222
99796192,365426807
74710317,193920876
25541349,66620836
39497489,354238827
103253059,30765850
118594705,522075
50418349,350610634
100268421,340775429
71251121,341610531
80114491,334896818
6443596,302485530
25142712,18760639
25613360,110793793
137209404,332549855
27636346,402754328
119899708,167732280
120059346,116977874
65746371,267729729
53281938,334263490
129583911,119028873
3395807,248792429
68563462,203403224
20500525,221402155
85578027,309505086
35699755,248349747
39100959,371445115
65995748,26754466
95231225,216303118
105999943,223832900
68217968,144569966
111497529,41566277
26504487,85983735
116985016,321366247
12571684,388210415
104560325,22636333
35306096,52646609
22762528,401335536
36328591,300216087
140909558,256199816
108611714,186576346
48509295,80913261
128378444,163511177
76054159,336202416
77142272,43320185
8823134,236905008
25423470,335066075
13553694,126819717
126943639,326182201
74309234,347192393
137120980,185035302
58335778,146383685
111497529,201491839
25665414,228098242
127896334,190729892
67077817,175159527
106083110,287995418
102303177,266074409
122102339,224233098
52588100,52331167
90035027,284702351
86241219,261925317
117902534,66011742
90684505,35495936
105431770,259212040
82734890,248241382
106672791,245490604
116780169,325984407
87348753,106083383
139116227,305248478
35168420,21091700
107338034,283748016
